GeneID	PathwayID	Description	SYMBOL	GENENAME
3661	hsa05131	Shigellosis	IRF3	interferon regulatory factor 3
3678	hsa05131	Shigellosis	ITGA5	integrin subunit alpha 5
3688	hsa05131	Shigellosis	ITGB1	integrin subunit beta 1
3708	hsa05131	Shigellosis	ITPR1	inositol 1,4,5-trisphosphate receptor type 1
3709	hsa05131	Shigellosis	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
3710	hsa05131	Shigellosis	ITPR3	inositol 1,4,5-trisphosphate receptor type 3
3725	hsa05131	Shigellosis	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
375	hsa05131	Shigellosis	ARF1	ARF GTPase 1
375189	hsa05131	Shigellosis	PFN4	profilin family member 4
382	hsa05131	Shigellosis	ARF6	ARF GTPase 6
387	hsa05131	Shigellosis	RHOA	ras homolog family member A
389898	hsa05131	Shigellosis	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)
391769	hsa05131	Shigellosis	H3Y1	H3.Y histone 1
392288	hsa05131	Shigellosis	MAP1LC3BP1	microtubule associated protein 1 light chain 3 beta pseudogene 1
4193	hsa05131	Shigellosis	MDM2	MDM2 proto-oncogene
4303	hsa05131	Shigellosis	FOXO4	forkhead box O4
440093	hsa05131	Shigellosis	H3-5	H3.5 histone
440686	hsa05131	Shigellosis	H3-7	H3.7 histone (putative)
440738	hsa05131	Shigellosis	MAP1LC3C	microtubule associated protein 1 light chain 3 gamma
441925	hsa05131	Shigellosis	BECN2	beclin 2
4615	hsa05131	Shigellosis	MYD88	MYD88 innate immune signal transduction adaptor
4633	hsa05131	Shigellosis	MYL2	myosin light chain 2
4636	hsa05131	Shigellosis	MYL5	myosin light chain 5
4671	hsa05131	Shigellosis	NAIP	NLR family apoptosis inhibitory protein
472	hsa05131	Shigellosis	ATM	ATM serine/threonine kinase
4735	hsa05131	Shigellosis	SEPTIN2	septin 2
4790	hsa05131	Shigellosis	NFKB1	nuclear factor kappa B subunit 1
4792	hsa05131	Shigellosis	NFKBIA	NFKB inhibitor alpha
4793	hsa05131	Shigellosis	NFKBIB	NFKB inhibitor beta
51196	hsa05131	Shigellosis	PLCE1	phospholipase C epsilon 1
51619	hsa05131	Shigellosis	UBE2D4	ubiquitin conjugating enzyme E2 D4
5216	hsa05131	Shigellosis	PFN1	profilin 1
5217	hsa05131	Shigellosis	PFN2	profilin 2
5289	hsa05131	Shigellosis	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3
5290	hsa05131	Shigellosis	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
5291	hsa05131	Shigellosis	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
5293	hsa05131	Shigellosis	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
5295	hsa05131	Shigellosis	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
5296	hsa05131	Shigellosis	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2
5330	hsa05131	Shigellosis	PLCB2	phospholipase C beta 2
5331	hsa05131	Shigellosis	PLCB3	phospholipase C beta 3
5332	hsa05131	Shigellosis	PLCB4	phospholipase C beta 4
5333	hsa05131	Shigellosis	PLCD1	phospholipase C delta 1
5335	hsa05131	Shigellosis	PLCG1	phospholipase C gamma 1
5336	hsa05131	Shigellosis	PLCG2	phospholipase C gamma 2
54205	hsa05131	Shigellosis	CYCS	cytochrome c, somatic
5481	hsa05131	Shigellosis	PPID	peptidylprolyl isomerase D
54874	hsa05131	Shigellosis	FNBP1L	formin binding protein 1 like
55054	hsa05131	Shigellosis	ATG16L1	autophagy related 16 like 1
55062	hsa05131	Shigellosis	WIPI1	WD repeat domain, phosphoinositide interacting 1
55072	hsa05131	Shigellosis	RNF31	ring finger protein 31
55752	hsa05131	Shigellosis	SEPTIN11	septin 11
5580	hsa05131	Shigellosis	PRKCD	protein kinase C delta
5581	hsa05131	Shigellosis	PRKCE	protein kinase C epsilon
5588	hsa05131	Shigellosis	PRKCQ	protein kinase C theta
5594	hsa05131	Shigellosis	MAPK1	mitogen-activated protein kinase 1
5595	hsa05131	Shigellosis	MAPK3	mitogen-activated protein kinase 3
55964	hsa05131	Shigellosis	SEPTIN3	septin 3
5599	hsa05131	Shigellosis	MAPK8	mitogen-activated protein kinase 8
5600	hsa05131	Shigellosis	MAPK11	mitogen-activated protein kinase 11
5601	hsa05131	Shigellosis	MAPK9	mitogen-activated protein kinase 9
5602	hsa05131	Shigellosis	MAPK10	mitogen-activated protein kinase 10
5603	hsa05131	Shigellosis	MAPK13	mitogen-activated protein kinase 13
57180	hsa05131	Shigellosis	ACTR3B	actin related protein 3B
5747	hsa05131	Shigellosis	PTK2	protein tyrosine kinase 2
57521	hsa05131	Shigellosis	RPTOR	regulatory associated protein of MTOR complex 1
581	hsa05131	Shigellosis	BAX	BCL2 associated X, apoptosis regulator
5829	hsa05131	Shigellosis	PXN	paxillin
58484	hsa05131	Shigellosis	NLRC4	NLR family CARD domain containing 4
58498	hsa05131	Shigellosis	MYL7	myosin light chain 7
58528	hsa05131	Shigellosis	RRAGD	Ras related GTP binding D
5879	hsa05131	Shigellosis	RAC1	Rac family small GTPase 1
596	hsa05131	Shigellosis	BCL2	BCL2 apoptosis regulator
5970	hsa05131	Shigellosis	RELA	RELA proto-oncogene, NF-kB subunit
598	hsa05131	Shigellosis	BCL2L1	BCL2 like 1
60	hsa05131	Shigellosis	ACTB	actin beta
6093	hsa05131	Shigellosis	ROCK1	Rho associated coiled-coil containing protein kinase 1
6198	hsa05131	Shigellosis	RPS6KB1	ribosomal protein S6 kinase B1
6199	hsa05131	Shigellosis	RPS6KB2	ribosomal protein S6 kinase B2
6233	hsa05131	Shigellosis	RPS27A	ribosomal protein S27a
6300	hsa05131	Shigellosis	MAPK12	mitogen-activated protein kinase 12
6352	hsa05131	Shigellosis	CCL5	C-C motif chemokine ligand 5
63916	hsa05131	Shigellosis	ELMO2	engulfment and cell motility 2
64121	hsa05131	Shigellosis	RRAGC	Ras related GTP binding C
643246	hsa05131	Shigellosis	MAP1LC3B2	microtubule associated protein 1 light chain 3 beta 2
6500	hsa05131	Shigellosis	SKP1	S-phase kinase associated protein 1
653604	hsa05131	Shigellosis	H3C13	H3 clustered histone 13
653857	hsa05131	Shigellosis	ACTR3C	actin related protein 3C
664	hsa05131	Shigellosis	BNIP3	BCL2 interacting protein 3
6714	hsa05131	Shigellosis	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
6885	hsa05131	Shigellosis	MAP3K7	mitogen-activated protein kinase kinase kinase 7
7094	hsa05131	Shigellosis	TLN1	talin 1
7099	hsa05131	Shigellosis	TLR4	toll like receptor 4
71	hsa05131	Shigellosis	ACTG1	actin gamma 1
7100	hsa05131	Shigellosis	TLR5	toll like receptor 5
7124	hsa05131	Shigellosis	TNF	tumor necrosis factor
7132	hsa05131	Shigellosis	TNFRSF1A	TNF receptor superfamily member 1A
7157	hsa05131	Shigellosis	TP53	tumor protein p53
718	hsa05131	Shigellosis	C3	complement C3
7186	hsa05131	Shigellosis	TRAF2	TNF receptor associated factor 2
7188	hsa05131	Shigellosis	TRAF5	TNF receptor associated factor 5
7189	hsa05131	Shigellosis	TRAF6	TNF receptor associated factor 6
7307	hsa05131	Shigellosis	U2AF1	U2 small nuclear RNA auxiliary factor 1
7311	hsa05131	Shigellosis	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1
7314	hsa05131	Shigellosis	UBB	ubiquitin B
7316	hsa05131	Shigellosis	UBC	ubiquitin C
7321	hsa05131	Shigellosis	UBE2D1	ubiquitin conjugating enzyme E2 D1
7322	hsa05131	Shigellosis	UBE2D2	ubiquitin conjugating enzyme E2 D2
7323	hsa05131	Shigellosis	UBE2D3	ubiquitin conjugating enzyme E2 D3
7334	hsa05131	Shigellosis	UBE2N	ubiquitin conjugating enzyme E2 N
7335	hsa05131	Shigellosis	UBE2V1	ubiquitin conjugating enzyme E2 V1
7336	hsa05131	Shigellosis	UBE2V2	ubiquitin conjugating enzyme E2 V2
7414	hsa05131	Shigellosis	VCL	vinculin
7416	hsa05131	Shigellosis	VDAC1	voltage dependent anion channel 1
80201	hsa05131	Shigellosis	HKDC1	hexokinase domain containing 1
81	hsa05131	Shigellosis	ACTN4	actinin alpha 4
81631	hsa05131	Shigellosis	MAP1LC3B	microtubule associated protein 1 light chain 3 beta
81858	hsa05131	Shigellosis	SHARPIN	SHANK associated RH domain interactor
81873	hsa05131	Shigellosis	ARPC5L	actin related protein 2/3 complex subunit 5 like
823	hsa05131	Shigellosis	CAPN1	calpain 1
824	hsa05131	Shigellosis	CAPN2	calpain 2
826	hsa05131	Shigellosis	CAPNS1	calpain small subunit 1
8290	hsa05131	Shigellosis	H3-4	H3.4 histone, cluster member
831	hsa05131	Shigellosis	CAST	calpastatin
834	hsa05131	Shigellosis	CASP1	caspase 1
8350	hsa05131	Shigellosis	H3C1	H3 clustered histone 1
8351	hsa05131	Shigellosis	H3C4	H3 clustered histone 4
8352	hsa05131	Shigellosis	H3C3	H3 clustered histone 3
8353	hsa05131	Shigellosis	H3C6	H3 clustered histone 6
8354	hsa05131	Shigellosis	H3C11	H3 clustered histone 11
8355	hsa05131	Shigellosis	H3C8	H3 clustered histone 8
8356	hsa05131	Shigellosis	H3C12	H3 clustered histone 12
8357	hsa05131	Shigellosis	H3C10	H3 clustered histone 10
8358	hsa05131	Shigellosis	H3C2	H3 clustered histone 2
83660	hsa05131	Shigellosis	TLN2	talin 2
837	hsa05131	Shigellosis	CASP4	caspase 4
84335	hsa05131	Shigellosis	AKT1S1	AKT1 substrate 1
8454	hsa05131	Shigellosis	CUL1	cullin 1
84557	hsa05131	Shigellosis	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha
84812	hsa05131	Shigellosis	PLCD4	phospholipase C delta 4
8503	hsa05131	Shigellosis	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
8517	hsa05131	Shigellosis	IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
8678	hsa05131	Shigellosis	BECN1	beclin 1
87	hsa05131	Shigellosis	ACTN1	actinin alpha 1
8717	hsa05131	Shigellosis	TRADD	TNFRSF1A associated via death domain
8737	hsa05131	Shigellosis	RIPK1	receptor interacting serine/threonine kinase 1
8767	hsa05131	Shigellosis	RIPK2	receptor interacting serine/threonine kinase 2
8878	hsa05131	Shigellosis	SQSTM1	sequestosome 1
8915	hsa05131	Shigellosis	BCL10	BCL10 immune signaling adaptor
8936	hsa05131	Shigellosis	WASF1	WASP family member 1
8945	hsa05131	Shigellosis	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
8968	hsa05131	Shigellosis	H3C7	H3 clustered histone 7
8976	hsa05131	Shigellosis	WASL	WASP like actin nucleation promoting factor
89869	hsa05131	Shigellosis	PLCZ1	phospholipase C zeta 1
9140	hsa05131	Shigellosis	ATG12	autophagy related 12
9181	hsa05131	Shigellosis	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
9252	hsa05131	Shigellosis	RPS6KA5	ribosomal protein S6 kinase A5
92610	hsa05131	Shigellosis	TIFA	TRAF interacting protein with forkhead associated domain
9265	hsa05131	Shigellosis	CYTH3	cytohesin 3
9266	hsa05131	Shigellosis	CYTH2	cytohesin 2
9267	hsa05131	Shigellosis	CYTH1	cytohesin 1
929	hsa05131	Shigellosis	CD14	CD14 molecule
93408	hsa05131	Shigellosis	MYL10	myosin light chain 10
9474	hsa05131	Shigellosis	ATG5	autophagy related 5
9475	hsa05131	Shigellosis	ROCK2	Rho associated coiled-coil containing protein kinase 2
9564	hsa05131	Shigellosis	BCAR1	BCAR1 scaffold protein, Cas family member
960	hsa05131	Shigellosis	CD44	CD44 molecule (IN blood group)
9844	hsa05131	Shigellosis	ELMO1	engulfment and cell motility 1
989	hsa05131	Shigellosis	SEPTIN7	septin 7
9978	hsa05131	Shigellosis	RBX1	ring-box 1
998	hsa05131	Shigellosis	CDC42	cell division cycle 42
10000	hsa05132	Salmonella infection	AKT3	AKT serine/threonine kinase 3
10006	hsa05132	Salmonella infection	ABI1	abl interactor 1
10092	hsa05132	Salmonella infection	ARPC5	actin related protein 2/3 complex subunit 5
10093	hsa05132	Salmonella infection	ARPC4	actin related protein 2/3 complex subunit 4
10094	hsa05132	Salmonella infection	ARPC3	actin related protein 2/3 complex subunit 3
10095	hsa05132	Salmonella infection	ARPC1B	actin related protein 2/3 complex subunit 1B
10096	hsa05132	Salmonella infection	ACTR3	actin related protein 3
10097	hsa05132	Salmonella infection	ACTR2	actin related protein 2
10109	hsa05132	Salmonella infection	ARPC2	actin related protein 2/3 complex subunit 2
10120	hsa05132	Salmonella infection	ACTR1B	actin related protein 1B
10121	hsa05132	Salmonella infection	ACTR1A	actin related protein 1A
10333	hsa05132	Salmonella infection	TLR6	toll like receptor 6
10376	hsa05132	Salmonella infection	TUBA1B	tubulin alpha 1b
10381	hsa05132	Salmonella infection	TUBB3	tubulin beta 3 class III
10382	hsa05132	Salmonella infection	TUBB4A	tubulin beta 4A class IVa
10383	hsa05132	Salmonella infection	TUBB4B	tubulin beta 4B class IVb
103910	hsa05132	Salmonella infection	MYL12B	myosin light chain 12B
10392	hsa05132	Salmonella infection	NOD1	nucleotide binding oligomerization domain containing 1
10398	hsa05132	Salmonella infection	MYL9	myosin light chain 9
10454	hsa05132	Salmonella infection	TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1
10540	hsa05132	Salmonella infection	DCTN2	dynactin subunit 2
10552	hsa05132	Salmonella infection	ARPC1A	actin related protein 2/3 complex subunit 1A
10627	hsa05132	Salmonella infection	MYL12A	myosin light chain 12A
10640	hsa05132	Salmonella infection	EXOC5	exocyst complex component 5
10671	hsa05132	Salmonella infection	DCTN6	dynactin subunit 6
10787	hsa05132	Salmonella infection	NCKAP1	NCK associated protein 1
10810	hsa05132	Salmonella infection	WASF3	WASP family member 3
11035	hsa05132	Salmonella infection	RIPK3	receptor interacting serine/threonine kinase 3
112574	hsa05132	Salmonella infection	SNX18	sorting nexin 18
11258	hsa05132	Salmonella infection	DCTN3	dynactin subunit 3
112714	hsa05132	Salmonella infection	TUBA3E	tubulin alpha 3e
113146	hsa05132	Salmonella infection	AHNAK2	AHNAK nucleoprotein 2
113457	hsa05132	Salmonella infection	TUBA3D	tubulin alpha 3d
114548	hsa05132	Salmonella infection	NLRP3	NLR family pyrin domain containing 3
114609	hsa05132	Salmonella infection	TIRAP	TIR domain containing adaptor protein
1147	hsa05132	Salmonella infection	CHUK	component of inhibitor of nuclear factor kappa B kinase complex
124908013	hsa05132	Salmonella infection	LOC124908013	tubulin beta 8B
124908015	hsa05132	Salmonella infection	LOC124908015	tubulin beta 8B
124908041	hsa05132	Salmonella infection	LOC124908041	tubulin beta 8B
127829	hsa05132	Salmonella infection	ARL8A	ARF like GTPase 8A
140735	hsa05132	Salmonella infection	DYNLL2	dynein light chain LC8-type 2
1432	hsa05132	Salmonella infection	MAPK14	mitogen-activated protein kinase 14
1434	hsa05132	Salmonella infection	CSE1L	chromosome segregation 1 like
147700	hsa05132	Salmonella infection	KLC3	kinesin light chain 3
1499	hsa05132	Salmonella infection	CTNNB1	catenin beta 1
1639	hsa05132	Salmonella infection	DCTN1	dynactin subunit 1
1778	hsa05132	Salmonella infection	DYNC1H1	dynein cytoplasmic 1 heavy chain 1
1780	hsa05132	Salmonella infection	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1
1781	hsa05132	Salmonella infection	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2
1783	hsa05132	Salmonella infection	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2
1785	hsa05132	Salmonella infection	DNM2	dynamin 2
197259	hsa05132	Salmonella infection	MLKL	mixed lineage kinase domain like pseudokinase
203068	hsa05132	Salmonella infection	TUBB	tubulin beta class I
207	hsa05132	Salmonella infection	AKT1	AKT serine/threonine kinase 1
208	hsa05132	Salmonella infection	AKT2	AKT serine/threonine kinase 2
23118	hsa05132	Salmonella infection	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
2316	hsa05132	Salmonella infection	FLNA	filamin A
23191	hsa05132	Salmonella infection	CYFIP1	cytoplasmic FMR1 interacting protein 1
23207	hsa05132	Salmonella infection	PLEKHM2	pleckstrin homology and RUN domain containing M2
23265	hsa05132	Salmonella infection	EXOC7	exocyst complex component 7
23339	hsa05132	Salmonella infection	VPS39	VPS39 subunit of HOPS complex
2353	hsa05132	Salmonella infection	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
23643	hsa05132	Salmonella infection	LY96	lymphocyte antigen 96
257364	hsa05132	Salmonella infection	SNX33	sorting nexin 33
257397	hsa05132	Salmonella infection	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3
25828	hsa05132	Salmonella infection	TXN2	thioredoxin 2
2597	hsa05132	Salmonella infection	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
260334	hsa05132	Salmonella infection	TUBB8B	tubulin beta 8B
26084	hsa05132	Salmonella infection	ARHGEF26	Rho guanine nucleotide exchange factor 26
26263	hsa05132	Salmonella infection	FBXO22	F-box protein 22
26999	hsa05132	Salmonella infection	CYFIP2	cytoplasmic FMR1 interacting protein 2
27072	hsa05132	Salmonella infection	VPS41	VPS41 subunit of HOPS complex
27128	hsa05132	Salmonella infection	CYTH4	cytohesin 4
29108	hsa05132	Salmonella infection	PYCARD	PYD and CARD domain containing
29109	hsa05132	Salmonella infection	FHOD1	formin homology 2 domain containing 1
29895	hsa05132	Salmonella infection	MYL11	myosin light chain 11
302	hsa05132	Salmonella infection	ANXA2	annexin A2
3071	hsa05132	Salmonella infection	NCKAP1L	NCK associated protein 1 like
3265	hsa05132	Salmonella infection	HRAS	HRas proto-oncogene, GTPase
329	hsa05132	Salmonella infection	BIRC2	baculoviral IAP repeat containing 2
330	hsa05132	Salmonella infection	BIRC3	baculoviral IAP repeat containing 3
3320	hsa05132	Salmonella infection	HSP90AA1	heat shock protein 90 alpha family class A member 1
3326	hsa05132	Salmonella infection	HSP90AB1	heat shock protein 90 alpha family class B member 1
338382	hsa05132	Salmonella infection	RAB7B	RAB7B, member RAS oncogene family
345456	hsa05132	Salmonella infection	PFN3	profilin 3
347688	hsa05132	Salmonella infection	TUBB8	tubulin beta 8 class VIII
347733	hsa05132	Salmonella infection	TUBB2B	tubulin beta 2B class IIb
3551	hsa05132	Salmonella infection	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta
3553	hsa05132	Salmonella infection	IL1B	interleukin 1 beta
3569	hsa05132	Salmonella infection	IL6	interleukin 6
3576	hsa05132	Salmonella infection	CXCL8	C-X-C motif chemokine ligand 8
3606	hsa05132	Salmonella infection	IL18	interleukin 18
3654	hsa05132	Salmonella infection	IRAK1	interleukin 1 receptor associated kinase 1
3725	hsa05132	Salmonella infection	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
375	hsa05132	Salmonella infection	ARF1	ARF GTPase 1
375189	hsa05132	Salmonella infection	PFN4	profilin family member 4
3798	hsa05132	Salmonella infection	KIF5A	kinesin family member 5A
3799	hsa05132	Salmonella infection	KIF5B	kinesin family member 5B
3800	hsa05132	Salmonella infection	KIF5C	kinesin family member 5C
382	hsa05132	Salmonella infection	ARF6	ARF GTPase 6
3831	hsa05132	Salmonella infection	KLC1	kinesin light chain 1
3836	hsa05132	Salmonella infection	KPNA1	karyopherin subunit alpha 1
